rec_id,lig_code,smiles,BM_scaffold,BM_scaffold_canon,scaffold_index,cluster_label
2bjm_1.pdb_2bjm_1_ANF_C3.pdb,ANF,Oc1c2ccccc2cc3ccccc13,c1ccc2cc3ccccc3cc2c1,c1ccc2cc3ccccc3cc2c1,1308,158.0
2bjm_1.pdb_2bjm_1_ANF_C4.pdb,ANF,Oc1c2ccccc2cc3ccccc13,c1ccc2cc3ccccc3cc2c1,c1ccc2cc3ccccc3cc2c1,1308,158.0
1n2c_1.pdb_1n2c_1_ADP_DA.pdb,ADP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,84.0
1n2c_1.pdb_1n2c_1_CFM_J.pdb,CFM,S1[Fe]S[Fe]S[Mo]2S[Fe]S[Fe]S[Fe](S[Fe]1)S[Fe]S2,[S]1[Fe][S][Fe][S][Mo]2[S][Fe][S][Fe][S][Fe]([S][Fe]1)[S][Fe][S]2,[S]1[Fe][S][Fe][S][Mo]2[S][Fe][S][Fe][S][Fe]([S][Fe]1)[S][Fe][S]2,1089,34.0
1n2c_1.pdb_1n2c_1_CLF_P.pdb,CLF,S1[Fe]S[Fe]2S[Fe][S]234([Fe]1)[Fe]S[Fe]S[Fe]3S[Fe]4,[S]1[Fe][S][Fe]2[S][Fe][S]234([Fe]1)[Fe][S][Fe][S][Fe]3[S][Fe]4,[S]1[Fe][S][Fe]2[S][Fe][S]234([Fe]1)[Fe][S][Fe][S][Fe]3[S][Fe]4,1090,86.0
1n2c_1.pdb_1n2c_1_ADP_AA.pdb,ADP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,
1n2c_1.pdb_1n2c_1_ADP_W.pdb,ADP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,84.0
1n2c_1.pdb_1n2c_1_CLF_L.pdb,CLF,S1[Fe]S[Fe]2S[Fe][S]234([Fe]1)[Fe]S[Fe]S[Fe]3S[Fe]4,[S]1[Fe][S][Fe]2[S][Fe][S]234([Fe]1)[Fe][S][Fe][S][Fe]3[S][Fe]4,[S]1[Fe][S][Fe]2[S][Fe][S]234([Fe]1)[Fe][S][Fe][S][Fe]3[S][Fe]4,1090,86.0
1n2c_1.pdb_1n2c_1_CFM_N.pdb,CFM,S1[Fe]S[Fe]S[Mo]2S[Fe]S[Fe]S[Fe](S[Fe]1)S[Fe]S2,[S]1[Fe][S][Fe][S][Mo]2[S][Fe][S][Fe][S][Fe]([S][Fe]1)[S][Fe][S]2,[S]1[Fe][S][Fe][S][Mo]2[S][Fe][S][Fe][S][Fe]([S][Fe]1)[S][Fe][S]2,1089,131.0
1n2c_1.pdb_1n2c_1_ADP_S.pdb,ADP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,
6v1y_1.pdb_6v1y_1_QNP_I.pdb,QNP,CCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCC)CO[P](O)(O)=O,,,0,112.0
6v1y_1.pdb_6v1y_1_QNJ_J.pdb,QNJ,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C1CC[C@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2C1,C1CCC2C(C1)CCC1C3CCCC3CCC21,125,51.0
6v1y_1.pdb_6v1y_1_QNP_N.pdb,QNP,CCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCC)CO[P](O)(O)=O,,,0,112.0
6v1y_1.pdb_6v1y_1_QNJ_U.pdb,QNJ,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C1CC[C@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2C1,C1CCC2C(C1)CCC1C3CCCC3CCC21,125,51.0
6v1y_1.pdb_6v1y_1_QNP_Q.pdb,QNP,CCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCC)CO[P](O)(O)=O,,,0,112.0
6v1y_1.pdb_6v1y_1_QNP_S.pdb,QNP,CCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCC)CO[P](O)(O)=O,,,0,112.0
6v1y_1.pdb_6v1y_1_QNJ_M.pdb,QNJ,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C1CC[C@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2C1,C1CCC2C(C1)CCC1C3CCCC3CCC21,125,51.0
6v1y_1.pdb_6v1y_1_QNP_X.pdb,QNP,CCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCC)CO[P](O)(O)=O,,,0,112.0
6v1y_1.pdb_6v1y_1_QNP_P.pdb,QNP,CCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCC)CO[P](O)(O)=O,,,0,112.0
6v1y_1.pdb_6v1y_1_QNJ_W.pdb,QNJ,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C1CC[C@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2C1,C1CCC2C(C1)CCC1C3CCCC3CCC21,125,51.0
6v1y_1.pdb_6v1y_1_QNJ_R.pdb,QNJ,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C1CC[C@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2C1,C1CCC2C(C1)CCC1C3CCCC3CCC21,125,51.0
6v1y_1.pdb_6v1y_1_QNJ_O.pdb,QNJ,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C1CC[C@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2C1,C1CCC2C(C1)CCC1C3CCCC3CCC21,125,51.0
6v1y_1.pdb_6v1y_1_QNJ_L.pdb,QNJ,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C1CC[C@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2C1,C1CCC2C(C1)CCC1C3CCCC3CCC21,125,51.0
6v1y_1.pdb_6v1y_1_QNJ_T.pdb,QNJ,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,C1CC[C@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2C1,C1CCC2C(C1)CCC1C3CCCC3CCC21,125,51.0
6v1y_1.pdb_6v1y_1_QNP_V.pdb,QNP,CCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCC)CO[P](O)(O)=O,,,0,112.0
6v1y_1.pdb_6v1y_1_QNP_K.pdb,QNP,CCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCC)CO[P](O)(O)=O,,,0,112.0
7tfi_1.pdb_7tfi_1_AGS_M.pdb,AGS,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=S)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,155.0
7tfi_1.pdb_7tfi_1_AGS_O.pdb,AGS,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=S)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,69.0
7tfi_1.pdb_7tfi_1_ADP_S.pdb,ADP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,112.0
7tfi_1.pdb_7tfi_1_AGS_K.pdb,AGS,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=S)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,69.0
7tfi_1.pdb_7tfi_1_AGS_Q.pdb,AGS,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=S)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,112.0
1nt2_2.pdb_1nt2_2_SAM_C1.pdb,SAM,C[S@@+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,161.0
1nt2_2.pdb_1nt2_2_SAM_C3.pdb,SAM,C[S@@+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,161.0
1nt2_2.pdb_1nt2_2_SAM_C4.pdb,SAM,C[S@@+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,161.0
1nt2_2.pdb_1nt2_2_SAM_C2.pdb,SAM,C[S@@+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,161.0
1sjd_1.pdb_1sjd_1_NPG_J1.pdb,NPG,OC(=O)CCC(=O)N[C@@H](C(O)=O)c1ccccc1,c1ccccc1,c1ccccc1,49,
1sjd_1.pdb_1sjd_1_NPG_H1.pdb,NPG,OC(=O)CCC(=O)N[C@@H](C(O)=O)c1ccccc1,c1ccccc1,c1ccccc1,49,
1sjd_1.pdb_1sjd_1_NPG_E1.pdb,NPG,OC(=O)CCC(=O)N[C@@H](C(O)=O)c1ccccc1,c1ccccc1,c1ccccc1,49,70.0
1sjd_1.pdb_1sjd_1_NPG_H2.pdb,NPG,OC(=O)CCC(=O)N[C@@H](C(O)=O)c1ccccc1,c1ccccc1,c1ccccc1,49,
1sjd_1.pdb_1sjd_1_NPG_F2.pdb,NPG,OC(=O)CCC(=O)N[C@@H](C(O)=O)c1ccccc1,c1ccccc1,c1ccccc1,49,77.0
1sjd_1.pdb_1sjd_1_NPG_F1.pdb,NPG,OC(=O)CCC(=O)N[C@@H](C(O)=O)c1ccccc1,c1ccccc1,c1ccccc1,49,77.0
1sjd_1.pdb_1sjd_1_NPG_E2.pdb,NPG,OC(=O)CCC(=O)N[C@@H](C(O)=O)c1ccccc1,c1ccccc1,c1ccccc1,49,70.0
1sjd_1.pdb_1sjd_1_NPG_J2.pdb,NPG,OC(=O)CCC(=O)N[C@@H](C(O)=O)c1ccccc1,c1ccccc1,c1ccccc1,49,
5uqf_4.pdb_5uqf_4_IMP_D6.pdb,IMP,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P](O)(O)=O)n2cnc3C(=O)NC=Nc23,O=c1[nH]cnc2c1ncn2[C@H]1CCCO1,O=c1[nH]cnc2c1ncn2C1CCCO1,6,6.0
5uqf_4.pdb_5uqf_4_IMP_D8.pdb,IMP,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P](O)(O)=O)n2cnc3C(=O)NC=Nc23,O=c1[nH]cnc2c1ncn2[C@H]1CCCO1,O=c1[nH]cnc2c1ncn2C1CCCO1,6,6.0
5uqf_4.pdb_5uqf_4_IMP_D4.pdb,IMP,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P](O)(O)=O)n2cnc3C(=O)NC=Nc23,O=c1[nH]cnc2c1ncn2[C@H]1CCCO1,O=c1[nH]cnc2c1ncn2C1CCCO1,6,6.0
5uqf_4.pdb_5uqf_4_8KY_E6.pdb,8KY,CC(=C)c1cccc(c1)C(C)(C)NC(=O)Nc2ccc(Cl)c(OCC(O)=O)c2,O=C(NCc1ccccc1)Nc1ccccc1,O=C(NCc1ccccc1)Nc1ccccc1,1309,4.0
5uqf_4.pdb_5uqf_4_8KY_E9.pdb,8KY,CC(=C)c1cccc(c1)C(C)(C)NC(=O)Nc2ccc(Cl)c(OCC(O)=O)c2,O=C(NCc1ccccc1)Nc1ccccc1,O=C(NCc1ccccc1)Nc1ccccc1,1309,4.0
5uqf_4.pdb_5uqf_4_IMP_D11.pdb,IMP,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P](O)(O)=O)n2cnc3C(=O)NC=Nc23,O=c1[nH]cnc2c1ncn2[C@H]1CCCO1,O=c1[nH]cnc2c1ncn2C1CCCO1,6,6.0
5uqf_4.pdb_5uqf_4_8KY_E1.pdb,8KY,CC(=C)c1cccc(c1)C(C)(C)NC(=O)Nc2ccc(Cl)c(OCC(O)=O)c2,O=C(NCc1ccccc1)Nc1ccccc1,O=C(NCc1ccccc1)Nc1ccccc1,1309,4.0
5uqf_4.pdb_5uqf_4_8KY_E10.pdb,8KY,CC(=C)c1cccc(c1)C(C)(C)NC(=O)Nc2ccc(Cl)c(OCC(O)=O)c2,O=C(NCc1ccccc1)Nc1ccccc1,O=C(NCc1ccccc1)Nc1ccccc1,1309,4.0
5uqf_4.pdb_5uqf_4_8KY_E8.pdb,8KY,CC(=C)c1cccc(c1)C(C)(C)NC(=O)Nc2ccc(Cl)c(OCC(O)=O)c2,O=C(NCc1ccccc1)Nc1ccccc1,O=C(NCc1ccccc1)Nc1ccccc1,1309,4.0
5uqf_4.pdb_5uqf_4_8KY_E11.pdb,8KY,CC(=C)c1cccc(c1)C(C)(C)NC(=O)Nc2ccc(Cl)c(OCC(O)=O)c2,O=C(NCc1ccccc1)Nc1ccccc1,O=C(NCc1ccccc1)Nc1ccccc1,1309,4.0
5uqf_4.pdb_5uqf_4_IMP_D1.pdb,IMP,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P](O)(O)=O)n2cnc3C(=O)NC=Nc23,O=c1[nH]cnc2c1ncn2[C@H]1CCCO1,O=c1[nH]cnc2c1ncn2C1CCCO1,6,6.0
5uqf_4.pdb_5uqf_4_8KY_E4.pdb,8KY,CC(=C)c1cccc(c1)C(C)(C)NC(=O)Nc2ccc(Cl)c(OCC(O)=O)c2,O=C(NCc1ccccc1)Nc1ccccc1,O=C(NCc1ccccc1)Nc1ccccc1,1309,4.0
5uqf_4.pdb_5uqf_4_IMP_D2.pdb,IMP,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P](O)(O)=O)n2cnc3C(=O)NC=Nc23,O=c1[nH]cnc2c1ncn2[C@H]1CCCO1,O=c1[nH]cnc2c1ncn2C1CCCO1,6,6.0
5uqf_4.pdb_5uqf_4_8KY_E2.pdb,8KY,CC(=C)c1cccc(c1)C(C)(C)NC(=O)Nc2ccc(Cl)c(OCC(O)=O)c2,O=C(NCc1ccccc1)Nc1ccccc1,O=C(NCc1ccccc1)Nc1ccccc1,1309,4.0
5uqf_4.pdb_5uqf_4_IMP_D10.pdb,IMP,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P](O)(O)=O)n2cnc3C(=O)NC=Nc23,O=c1[nH]cnc2c1ncn2[C@H]1CCCO1,O=c1[nH]cnc2c1ncn2C1CCCO1,6,6.0
5uqf_4.pdb_5uqf_4_IMP_D9.pdb,IMP,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P](O)(O)=O)n2cnc3C(=O)NC=Nc23,O=c1[nH]cnc2c1ncn2[C@H]1CCCO1,O=c1[nH]cnc2c1ncn2C1CCCO1,6,6.0
7s4l_1.pdb_7s4l_1_HXG_S.pdb,HXG,CCCCCC(=O)OC[C@H](CO[P](O)(=O)OCC[N+](C)(C)C)OC(=O)CCCCC,,,0,101.0
7s4l_1.pdb_7s4l_1_HXG_FA.pdb,HXG,CCCCCC(=O)OC[C@H](CO[P](O)(=O)OCC[N+](C)(C)C)OC(=O)CCCCC,,,0,57.0
7s4l_1.pdb_7s4l_1_HXG_BA.pdb,HXG,CCCCCC(=O)OC[C@H](CO[P](O)(=O)OCC[N+](C)(C)C)OC(=O)CCCCC,,,0,101.0
7s4l_1.pdb_7s4l_1_HXG_L.pdb,HXG,CCCCCC(=O)OC[C@H](CO[P](O)(=O)OCC[N+](C)(C)C)OC(=O)CCCCC,,,0,57.0
7s4l_1.pdb_7s4l_1_HXG_Y.pdb,HXG,CCCCCC(=O)OC[C@H](CO[P](O)(=O)OCC[N+](C)(C)C)OC(=O)CCCCC,,,0,101.0
7s4l_1.pdb_7s4l_1_HXG_KA.pdb,HXG,CCCCCC(=O)OC[C@H](CO[P](O)(=O)OCC[N+](C)(C)C)OC(=O)CCCCC,,,0,17.0
8jns_1.pdb_8jns_1_ATP_Q.pdb,ATP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,56.0
8jns_1.pdb_8jns_1_ATP_M.pdb,ATP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,29.0
8jns_1.pdb_8jns_1_ATP_K.pdb,ATP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,161.0
8jns_1.pdb_8jns_1_ATP_U.pdb,ATP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,29.0
8jns_1.pdb_8jns_1_ATP_S.pdb,ATP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,29.0
8jns_1.pdb_8jns_1_ATP_O.pdb,ATP,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,c1ncc2ncn([C@H]3CCCO3)c2n1,c1ncc2ncn(C3CCCO3)c2n1,3,161.0
6b6h_1.pdb_6b6h_1_CMP_P.pdb,CMP,Nc1ncnc2n(cnc12)[C@@H]3O[C@@H]4CO[P@](O)(=O)O[C@H]4[C@H]3O,O=[PH]1OC[C@H]2O[C@@H](n3cnc4cncnc43)C[C@@H]2O1,O=[PH]1OCC2OC(n3cnc4cncnc43)CC2O1,165,134.0
6b6h_1.pdb_6b6h_1_CMP_Q.pdb,CMP,Nc1ncnc2n(cnc12)[C@@H]3O[C@@H]4CO[P@](O)(=O)O[C@H]4[C@H]3O,O=[PH]1OC[C@H]2O[C@@H](n3cnc4cncnc43)C[C@@H]2O1,O=[PH]1OCC2OC(n3cnc4cncnc43)CC2O1,165,155.0
6vbv_1.pdb_6vbv_1_GTP_L.pdb,GTP,NC1=Nc2n(cnc2C(=O)N1)[C@@H]3O[C@H](CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,O=c1[nH]cnc2c1ncn2[C@H]1CCCO1,O=c1[nH]cnc2c1ncn2C1CCCO1,6,
4kt0_1.pdb_4kt0_1_CLA_MA.pdb,CLA,CCC1=C(C)C2=Cc3n4[Mg][N@@]5C(=CC1=N2)C(=C6C(=O)[C@H](C(=O)OC)C(=C56)C7=NC(=Cc4c(C)c3C=C)[C@@H](C)[C@@H]7CCC(=O)OC\C=C(/C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C,O=C1CC2=c3c1cc1[n]3[Mg][n]3c(ccc3C=C3CCC2=N3)C=C2C=CC(=N2)C=1,O=C1CC2=c3c1cc1[n]3[Mg][n]3c(ccc3C=C3CCC2=N3)C=C2C=CC(=N2)C=1,1261,112.0
4kt0_1.pdb_4kt0_1_CLA_JD.pdb,CLA,CCC1=C(C)C2=Cc3n4[Mg][N@@]5C(=CC1=N2)C(=C6C(=O)[C@H](C(=O)OC)C(=C56)C7=NC(=Cc4c(C)c3C=C)[C@@H](C)[C@@H]7CCC(=O)OC\C=C(/C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C,O=C1CC2=c3c1cc1[n]3[Mg][n]3c(ccc3C=C3CCC2=N3)C=C2C=CC(=N2)C=1,O=C1CC2=c3c1cc1[n]3[Mg][n]3c(ccc3C=C3CCC2=N3)C=C2C=CC(=N2)C=1,1261,14.0
4kt0_1.pdb_4kt0_1_CLA_IA.pdb,CLA,CCC1=C(C)C2=Cc3n4[Mg][N@@]5C(=CC1=N2)C(=C6C(=O)[C@H](C(=O)OC)C(=C56)C7=NC(=Cc4c(C)c3C=C)[C@@H](C)[C@@H]7CCC(=O)OC\C=C(/C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C,O=C1CC2=c3c1cc1[n]3[Mg][n]3c(ccc3C=C3CCC2=N3)C=C2C=CC(=N2)C=1,O=C1CC2=c3c1cc1[n]3[Mg][n]3c(ccc3C=C3CCC2=N3)C=C2C=CC(=N2)C=1,1261,124.0
4kt0_1.pdb_4kt0_1_CLA_XA.pdb,CLA,CCC1=C(C)C2=Cc3n4[Mg][N@@]5C(=CC1=N2)C(=C6C(=O)[C@H](C(=O)OC)C(=C56)C7=NC(=Cc4c(C)c3C=C)[C@@H](C)[C@@H]7CCC(=O)OC\C=C(/C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C,O=C1CC2=c3c1cc1[n]3[Mg][n]3c(ccc3C=C3CCC2=N3)C=C2C=CC(=N2)C=1,O=C1CC2=c3c1cc1[n]3[Mg][n]3c(ccc3C=C3CCC2=N3)C=C2C=CC(=N2)C=1,1261,160.0
4kt0_1.pdb_4kt0_1_CLA_KC.pdb,CLA,CCC1=C(C)C2=Cc3n4[Mg][N@@]5C(=CC1=N2)C(=C6C(=O)[C@H](C(=O)OC)C(=C56)C7=NC(=Cc4c(C)c3C=C)[C@@H](C)[C@@H]7CCC(=O)OC\C=C(/C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C,O=C1CC2=c3c1cc1[n]3[Mg][n]3c(ccc3C=C3CCC2=N3)C=C2C=CC(=N2)C=1,O=C1CC2=c3c1cc1[n]3[Mg][n]3c(ccc3C=C3CCC2=N3)C=C2C=CC(=N2)C=1,1261,160.0
4kt0_1.pdb_4kt0_1_CLA_HD.pdb,CLA,CCC1=C(C)C2=Cc3n4[Mg][N@@]5C(=CC1=N2)C(=C6C(=O)[C@H](C(=O)OC)C(=C56)C7=NC(=Cc4c(C)c3C=C)[C@@H](C)[C@@H]7CCC(=O)OC\C=C(/C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C,O=C1CC2=c3c1cc1[n]3[Mg][n]3c(ccc3C=C3CCC2=N3)C=C2C=CC(=N2)C=1,O=C1CC2=c3c1cc1[n]3[Mg][n]3c(ccc3C=C3CCC2=N3)C=C2C=CC(=N2)C=1,1261,124.0
4kt0_1.pdb_4kt0_1_CLA_TD.pdb,CLA,CCC1=C(C)C2=Cc3n4[Mg][N@@]5C(=CC1=N2)C(=C6C(=O)[C@H](C(=O)OC)C(=C56)C7=NC(=Cc4c(C)c3C=C)[C@@H](C)[C@@H]7CCC(=O)OC\C=C(/C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C,O=C1CC2=c3c1cc1[n]3[Mg][n]3c(ccc3C=C3CCC2=N3)C=C2C=CC(=N2)C=1,O=C1CC2=c3c1cc1[n]3[Mg][n]3c(ccc3C=C3CCC2=N3)C=C2C=CC(=N2)C=1,1261,34.0
4kt0_1.pdb_4kt0_1_CLA_PA.pdb,CLA,CCC1=C(C)C2=Cc3n4[Mg][N@@]5C(=CC1=N2)C(=C6C(=O)[C@H](C(=O)OC)C(=C56)C7=NC(=Cc4c(C)c3C=C)[C@@H](C)[C@@H]7CCC(=O)OC\C=C(/C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C,O=C1CC2=c3c1cc1[n]3[Mg][n]3c(ccc3C=C3CCC2=N3)C=C2C=CC(=N2)C=1,O=C1CC2=c3c1cc1[n]3[Mg][n]3c(ccc3C=C3CCC2=N3)C=C2C=CC(=N2)C=1,1261,160.0
4kt0_1.pdb_4kt0_1_CLA_ED.pdb,CLA,CCC1=C(C)C2=Cc3n4[Mg][N@@]5C(=CC1=N2)C(=C6C(=O)[C@H](C(=O)OC)C(=C56)C7=NC(=Cc4c(C)c3C=C)[C@@H](C)[C@@H]7CCC(=O)OC\C=C(/C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C,O=C1CC2=c3c1cc1[n]3[Mg][n]3c(ccc3C=C3CCC2=N3)C=C2C=CC(=N2)C=1,O=C1CC2=c3c1cc1[n]3[Mg][n]3c(ccc3C=C3CCC2=N3)C=C2C=CC(=N2)C=1,1261,58.0
4kt0_1.pdb_4kt0_1_PQN_NB.pdb,PQN,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(/C)=C/CC1=C(C)C(=O)c2ccccc2C1=O,O=C1C=CC(=O)c2ccccc21,O=C1C=CC(=O)c2ccccc21,874,105.0
4kt0_1.pdb_4kt0_1_CLA_Y.pdb,CLA,CCC1=C(C)C2=Cc3n4[Mg][N@@]5C(=CC1=N2)C(=C6C(=O)[C@H](C(=O)OC)C(=C56)C7=NC(=Cc4c(C)c3C=C)[C@@H](C)[C@@H]7CCC(=O)OC\C=C(/C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C,O=C1CC2=c3c1cc1[n]3[Mg][n]3c(ccc3C=C3CCC2=N3)C=C2C=CC(=N2)C=1,O=C1CC2=c3c1cc1[n]3[Mg][n]3c(ccc3C=C3CCC2=N3)C=C2C=CC(=N2)C=1,1261,160.0
